"Animal","Caption","Age","Gender","Ethnicity","Schooling","RecaptchaScore","Duration","Socials","Survey_01","Survey_02","Survey_03","Survey_04","Survey_05","Survey_06","Survey_07","Survey_08","Survey_09","Survey_10","Survey_11","Survey_12","One_word_comment"
"gorilla","no context",25,2,1,4,1,389,"1,2,3,4,5",4,4,4,4,4,4,4,4,4,4,4,4,"NICE VISUALISATION"
"gorilla","informative",52,1,1,4,1,211,"1,3",1,4,5,4,1,5,1,4,1,5,3,4,"scary"
"gorilla","informative",27,2,1,4,1,188,"2",4,4,4,5,4,4,5,4,4,5,4,5,"MOUNTAIN GORILLA"
"gorilla","no context",32,1,1,5,1,317,"1",5,4,4,5,4,5,4,5,4,4,4,4,"Wildlife animals"
"gorilla","no context",48,2,1,4,1,469,"1,2,3,4,5",5,4,5,4,5,4,4,5,4,4,4,5,"gorilla"
"loris","informative",32,2,1,4,1,775,"1,2,3",4,4,2,4,4,4,4,4,4,4,4,5,"In this post are very simple "
"loris","no context",25,2,1,4,1,974,"1,2,3",4,4,4,4,4,4,4,4,4,5,4,4,"This post is very nice"
"gorilla","no context",30,1,4,4,1,281,"2",4,4,5,4,4,4,4,4,4,4,5,4,"good"
"gorilla","informative",31,1,1,2,1,424,"1,2",1,3,3,4,1,4,4,5,1,5,4,4,"Connection"
"gorilla","no context",67,1,1,2,1,313,"6",2,3,3,3,2,2,2,3,1,4,3,4,"Gorilla"
"loris","informative",30,1,1,4,1,110,"1,2,3,5",5,4,4,4,4,2,5,4,2,5,2,4,"good feel"
"gorilla","no context",49,2,4,5,1,342,"2",4,4,4,4,4,4,4,4,4,4,4,4,"my friend"
"loris","no context",70,2,1,4,1,817,"1",2,3,3,2,2,2,2,3,2,4,2,3,"cute little critter"
"loris","no context",32,1,1,4,1,304,"1,2,3,5",2,4,4,5,4,2,4,5,4,5,4,4,"danger"
"loris","informative",37,1,1,2,1,574,"1,2,3,5",1,4,2,3,2,4,4,4,1,5,4,2,"sad"
"gorilla","no context",46,1,3,4,1,160,"1,2,3,5",4,5,5,4,5,4,5,4,5,4,4,5,"YES"
"loris","informative",44,1,1,4,1,915,"1,2,3,5",5,5,5,5,5,5,5,5,4,5,5,5,"SAVE THE ALL ANIMALS"
"loris","informative",33,2,1,4,1,305,"1,2,5",1,2,4,4,1,3,4,4,1,5,4,2,"Cute eyes "
"loris","informative",26,1,1,4,1,1235,"1,2,4",4,5,5,4,4,5,5,4,5,5,5,4,"Research"
"loris","no context",42,2,1,4,1,284,"1,2",2,3,4,2,2,4,2,3,2,4,2,2,"cute"
"loris","no context",35,2,3,4,1,525,"2",5,5,5,5,5,5,5,5,5,5,4,5,"wildlife"
"loris","no context",35,2,3,4,1,525,"2",5,5,5,5,5,5,5,5,5,5,4,5,"wildlife"
"loris","no context",25,1,1,4,1,131,"1,2,3,5",4,4,4,3,4,4,4,4,4,4,4,4,"CARE"
"loris","no context",25,1,1,4,1,131,"1,2,3,5",4,4,4,3,4,4,4,4,4,4,4,4,"CARE"
"loris","no context",48,1,1,4,1,160,"2,3",3,4,4,4,2,4,2,3,3,5,4,3,"Species"
"loris","no context",25,1,1,4,1,391,"1,2,3",4,4,4,4,4,4,4,4,5,5,4,4,"Resource"
"loris","no context",30,2,1,4,1,468,"1,2,5",1,3,4,3,2,2,2,4,2,5,4,4,"fluffy"
"loris","no context",40,2,4,4,1,559,"2",4,5,5,4,5,5,5,5,4,5,5,4,"likely"
"gorilla","informative",40,1,1,4,1,428,"1,2,3,5",1,4,5,3,1,5,5,4,1,5,5,5,"Awe"
"gorilla","no context",35,1,1,4,1,329,"1,3,5",4,4,4,4,4,4,4,4,4,4,4,4,"ITS USEFUL"
"loris","no context",25,1,5,4,1,261,"1,2",4,4,2,4,3,4,5,4,4,4,4,4,"peaceful"
"gorilla","no context",32,2,1,4,1,1914,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"Research"
"gorilla","no context",32,1,1,5,1,1825,"1,2,3",4,4,4,4,2,4,4,4,4,4,4,4,"Animal and people love"
"gorilla","no context",59,1,1,5,0,329,"1,2,3,4,5,6",4,4,4,4,4,4,4,4,4,4,4,4,"good"
"gorilla","no context",55,2,1,2,1,390,"1,3",1,4,4,1,1,3,1,4,1,4,3,2,"dangerous"
"loris","no context",33,1,1,4,1,296,"1,2,3",1,2,4,3,2,4,3,2,1,5,2,3,"Cute"
"loris","informative",45,2,1,4,1,314,"2",1,4,4,4,2,2,2,4,1,4,1,1,"i dont like this post"
"loris","no context",68,2,1,4,1,478,"1,2,3,5",5,4,3,5,4,4,5,3,5,5,5,5,"WILDLIFE"
"loris","informative",45,2,1,4,1,344,"1,2",1,2,4,2,1,2,2,3,2,4,2,3,"Sad"
"gorilla","no context",30,1,1,4,1,190,"2",4,4,4,4,4,4,4,4,4,4,4,4,"gorilla"
"gorilla","no context",55,2,1,4,1,210,"1,2,3",1,3,5,3,1,1,1,4,1,4,3,2,"run"
"loris","informative",37,2,1,4,1,682,"1,2,3",4,5,4,5,4,5,5,4,4,4,5,5,"love"
"gorilla","no context",27,2,1,4,1,388,"2",5,5,4,5,5,5,5,5,5,5,5,5,"GOOD"
"gorilla","informative",34,1,5,4,1,146,"1,2,3",1,4,5,2,1,5,1,5,1,5,2,2,"invasive"
"gorilla","no context",52,1,4,4,1,553,"1,2,3,5",5,5,4,5,4,5,3,5,3,5,4,4,"save animals"
"gorilla","informative",35,1,1,4,1,318,"1,2",3,4,4,2,4,4,4,4,2,2,4,2,"COSERVATIVE"
"gorilla","no context",63,2,1,4,1,827,"1,2,3",1,4,4,5,2,1,4,4,2,5,5,5,"unexpected environments"
"gorilla","informative",33,2,5,4,1,352,"1,2,5",1,4,3,4,1,5,4,5,2,5,4,5,"Nature"
"gorilla","informative",31,2,1,5,1,467,"1,2,3",5,5,5,5,5,5,4,4,4,4,5,4,"MONKEY OBSERVED HUMAN BEINGS"
"loris","informative",30,1,1,4,1,147,"1,2,3",5,4,4,4,4,4,4,4,4,4,5,5,"GOOD"
"loris","informative",30,1,1,4,1,147,"1,2,3",5,4,4,4,4,4,4,4,4,4,5,5,"GOOD"
"loris","informative",30,1,1,4,1,147,"1,2,3",5,4,4,4,4,4,4,4,4,4,5,5,"GOOD"
"loris","informative",30,1,1,4,1,147,"1,2,3",5,4,4,4,4,4,4,4,4,4,5,5,"GOOD"
"loris","informative",30,1,1,4,1,147,"1,2,3",5,4,4,4,4,4,4,4,4,4,5,5,"GOOD"
"loris","informative",38,2,1,4,1,223,"1,2,3,4,5",4,5,5,5,4,4,5,4,4,5,5,4,"SAVE ANIMALS"
"gorilla","no context",38,1,1,3,1,285,"1,2",3,2,4,2,1,4,2,4,1,4,3,3,"Nature"
"loris","no context",25,2,1,4,1,221,"1,2,3,4",2,4,4,4,4,2,4,4,4,4,4,4,"MANGOOS"
"loris","informative",30,1,1,4,1,547,"1,2,3",4,4,5,4,4,4,4,4,4,4,4,4,"mark"
"loris","informative",60,2,1,4,1,1210,"1,2,3,4",4,5,5,5,5,5,5,5,5,5,5,5,"Cute"
"gorilla","no context",30,1,1,4,1,505,"2",5,4,4,4,1,1,5,4,4,4,4,4,"gorila"
"loris","no context",44,2,1,5,1,378,"1,2,5",1,3,3,3,3,1,2,2,2,4,2,3,"exotic"
"gorilla","informative",28,2,5,5,1,370,"2",1,4,4,4,4,4,4,5,2,4,4,4,"Nature"
"loris","no context",41,1,1,5,1,406,"1,2,3,4,5,6",4,4,4,4,4,4,4,4,4,4,4,4,"SO GOOD"
"gorilla","informative",51,2,3,4,1,165,"2",5,5,5,5,5,5,5,5,5,5,5,5,"gorilla"
"gorilla","informative",52,2,1,4,1,838,"1,2,3",4,4,3,4,4,2,2,2,2,4,4,4,"FEEL GOOD"
"gorilla","informative",60,1,2,5,1,212,"1,2,3",2,5,2,5,1,2,4,5,1,5,5,5,"Gorilla"
"gorilla","informative",36,2,1,4,1,461,"1,2,3,5",1,4,4,4,1,5,4,5,1,5,4,4,"nature"
"loris","no context",34,1,1,4,1,202,"2",4,5,2,4,4,5,4,4,4,4,2,2,"foreset"
"gorilla","no context",45,1,2,5,1,185,"1,2,3,4,5",5,5,5,5,5,5,5,5,5,5,5,5,"so good"
"loris","no context",30,1,1,4,1,861,"1,2,3,5",4,4,4,4,4,4,4,4,4,4,4,4,"Slow loris"
"gorilla","informative",34,1,6,4,1,1156,"2",5,5,2,2,5,3,5,5,5,5,5,5," man and  monkey same poses"
"gorilla","informative",25,2,1,4,1,773,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"greeny"
"loris","informative",66,2,1,5,1,285,"1,5",2,2,4,3,2,2,2,4,2,4,2,3,"monkey"
"loris","informative",42,1,1,5,1,302,"2",4,5,4,4,5,4,4,4,4,4,4,4,"ITS VERY NICE"
"loris","no context",29,1,1,4,1,326,"1,2,3",4,4,4,5,5,4,4,4,4,5,5,4,"SAVE ANIMAL"
"loris","no context",43,1,1,4,1,334,"2",4,4,4,4,3,4,4,4,4,4,4,4,"this picture is nice"
"loris","no context",35,1,1,4,1,656,"3",4,4,1,4,2,4,2,5,5,5,1,2,"Excitement"
"loris","informative",40,2,3,3,1,504,"1,2,3,5",1,3,4,4,1,4,1,2,1,5,4,2,"good"
"loris","informative",68,1,2,4,1,248,"6",1,3,2,1,1,5,1,5,1,4,1,1,"rat"
"loris","informative",25,2,1,4,1,905,"1,2,3,5",4,4,4,4,4,5,4,4,4,5,4,4,"I think this post is rare to see"
"gorilla","informative",38,1,1,4,1,419,"2",5,3,5,3,1,4,4,5,2,4,2,5,"Protective"
"gorilla","informative",38,1,1,4,1,419,"2",5,3,5,3,1,4,4,5,2,4,2,5,"Protective"
"gorilla","informative",37,2,1,4,1,831,"1,2",4,2,2,4,5,4,4,4,2,4,5,4,"monkey"
"gorilla","informative",37,2,1,4,1,831,"1,2",4,2,2,4,5,4,4,4,2,4,5,4,"monkey"
"loris","informative",56,2,1,5,1,554,"1,2,3,4,5,6",4,4,4,4,4,4,4,4,4,4,4,4,"good"
"loris","informative",29,2,1,5,1,164,"1,2,3,5",3,4,4,4,2,2,2,5,2,4,4,4,"fearful"
"gorilla","no context",24,2,1,5,1,550,"1,2,3,5",4,4,5,5,4,5,5,5,5,5,5,5,"A men with monkey"
"gorilla","informative",25,1,1,4,1,412,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"In this post man and the gorilla looking together"
"gorilla","informative",42,1,5,4,1,400,"1,2",4,4,2,3,1,4,2,5,1,4,4,4,"dangerous"
"loris","informative",53,1,1,5,1,280,"1,2,3,4,5,6",4,4,4,4,4,4,4,4,4,4,4,4,"good"
"loris","informative",25,1,1,4,1,878,"1,2,3",4,4,4,5,4,4,5,4,4,5,5,5,"Cute Slender Loris"
"loris","informative",45,2,1,2,1,314,"1,2,3,5",2,2,4,5,1,5,4,4,1,5,2,1,"Sad"
"loris","no context",52,1,1,5,1,241,"1,2,3",5,4,4,5,5,5,5,4,5,5,4,4,"Is the world wild animal images as I saw that post"
"gorilla","no context",38,1,3,4,1,558,"1,2,3,4,5",5,4,5,5,5,5,5,4,5,5,4,5,"FIVE"
"gorilla","informative",35,2,1,5,1,447,"1,2,3",5,4,5,5,4,4,4,4,4,4,4,4,"Amazing"
"loris","informative",30,2,1,4,1,490,"1,2,3",4,4,4,5,4,4,4,4,4,4,4,4,"VERY NICE"
"gorilla","no context",30,2,1,4,1,232,"1,2,3",4,4,5,4,4,5,2,4,4,2,5,4,"happiness"
"gorilla","no context",32,2,1,4,1,445,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"Research"
"gorilla","informative",56,1,2,4,1,308,"1,2",4,4,4,4,4,4,4,4,4,4,4,4,"beautiful"
"gorilla","no context",25,2,5,4,1,239,"2",4,4,4,4,4,4,4,4,2,4,4,4,"Funny"
"loris","informative",32,2,1,4,1,188,"2",2,4,2,4,2,2,1,4,5,1,1,5,"its amazing look"
"gorilla","informative",30,1,1,4,1,120,"2",5,4,5,4,5,5,5,4,5,5,5,5,"Post for animal"
"loris","informative",34,2,6,4,1,295,"1,3,5",5,4,3,5,1,2,4,4,2,5,4,5,"Primate"
"loris","informative",24,2,1,5,1,174,"1,2,3,4,5",5,4,4,5,5,4,5,4,4,5,5,4,"Cute"
"gorilla","no context",31,1,1,3,1,272,"1,2,3,5",1,5,2,5,1,2,4,4,1,5,5,5,"Beautiful"
"gorilla","no context",38,2,1,2,1,246,"1,2,3",5,5,5,4,5,5,5,5,5,5,5,5,"WILDANIMALS SAFTY"
"gorilla","no context",25,1,1,4,1,287,"1,2,3",3,3,3,5,5,5,5,4,4,5,5,4,"Researching animals pictures"
"loris","informative",28,1,1,4,1,371,"1,2,3",4,4,4,4,4,4,4,5,4,4,4,4,"nice"
"gorilla","no context",27,2,2,4,1,323,"1,2,3",3,2,2,5,1,5,3,5,1,4,5,5,"Interesting"
"gorilla","informative",25,2,1,4,1,325,"1,2,3,4,5",4,4,5,4,4,4,2,4,2,4,5,4,"Gorilla"
"gorilla","informative",25,2,1,5,1,238,"1,2,3",4,4,4,4,5,5,4,5,5,5,5,4,"gorilla"
"gorilla","informative",41,1,2,3,1,472,"1,2,3",4,2,4,3,1,1,2,5,1,5,3,4,"biology "
"loris","informative",49,1,1,4,1,204,"1,2,3,4",5,5,5,4,4,4,5,4,4,4,4,4,"Responsibility"
"loris","no context",46,1,1,4,1,368,"1,3",1,2,4,3,2,1,1,4,1,4,3,3,"eyes"
"loris","informative",37,2,1,5,1,1524,"1,2,3",4,2,5,5,4,2,5,5,2,5,4,4,"Animals"
"gorilla","informative",33,1,1,5,1,195,"1",4,2,4,5,1,4,4,4,1,5,4,5,"taking care of wild animals "
"loris","no context",28,1,1,4,1,136,"1,2,3,5",1,2,4,3,2,1,3,5,1,3,1,3,"malnourished"
"loris","no context",24,1,1,4,1,267,"2",4,3,4,4,4,4,4,4,3,4,4,4,"primatoligist"
"gorilla","informative",45,1,1,4,1,344,"1,2,3,5",4,4,4,4,4,4,4,4,5,4,4,4,"FUNNY"
"gorilla","informative",27,1,2,4,1,423,"1,2,3",5,5,3,5,4,3,5,4,3,4,3,4,"WILD ANIMALS"
"gorilla","no context",54,2,1,4,1,449,"1,2,3,4,5",2,4,2,4,4,3,4,3,2,4,4,4,"WILDLIFE"
"gorilla","informative",29,1,1,5,1,263,"1,2,3",1,5,2,3,1,3,2,5,1,5,4,3,"research"
"gorilla","informative",24,2,2,4,1,376,"1,2,3",5,4,4,4,5,4,4,5,4,5,5,4,"Research"
"loris","no context",43,2,1,2,1,294,"1,2,3,4",4,5,4,4,2,5,5,5,2,4,2,5,"lemur"
"loris","no context",30,1,4,4,1,162,"2",4,4,4,4,4,4,4,4,4,4,4,4,"good"
"gorilla","no context",21,2,1,4,1,208,"1,2",4,4,4,4,4,4,5,4,4,4,4,4,"love"
"loris","no context",25,2,1,4,1,607,"1,2",4,4,4,5,4,4,4,3,4,4,1,4,"cute pet"
"loris","informative",45,2,1,4,1,253,"1,2,3,5",4,4,4,4,4,4,4,4,4,4,4,4,"nice"
"loris","informative",44,1,1,4,1,346,"1,2,3,5",4,4,4,4,4,4,5,4,4,4,4,4,"likied by jessd"
"gorilla","informative",25,1,1,4,1,963,"1,2,3,4,5",5,5,5,4,3,4,4,5,3,5,5,4,"Torture"
"gorilla","no context",60,2,7,5,1,1108,"1,2,3",2,4,4,4,4,5,5,4,3,4,4,5,"wildlife"
"gorilla","no context",39,1,1,3,1,220,"1,2,4",5,3,4,3,1,1,1,3,4,5,4,4,"Conservation"
"gorilla","no context",33,2,3,2,1,637,"1,2,3,5",1,5,5,3,1,4,2,2,1,4,2,2,"The photo has been edited and do not look real at all"
"gorilla","informative",50,1,4,4,1,354,"1,2,3,4,5",3,3,3,4,3,3,3,3,3,4,4,4,"good"
"gorilla","informative",50,1,4,4,1,354,"1,2,3,4,5",3,3,3,4,3,3,3,3,3,4,4,4,"good"
"loris","no context",54,2,1,4,1,507,"1,2,3",4,4,3,4,3,2,3,4,2,4,4,4,"Kind"
"loris","informative",26,1,4,4,1,1041,"2",5,5,4,5,5,5,5,5,5,5,5,5,"help"
"loris","no context",44,1,1,4,1,173,"1,2,3",5,4,5,5,4,5,5,5,5,4,5,5,"nice post"
"loris","no context",30,2,1,4,1,246,"1,2,3,5",4,4,4,4,4,4,4,4,5,4,4,4,"jessd"
"loris","no context",39,2,5,4,1,501,"2,3",4,2,4,4,2,2,3,5,2,5,2,4,"awe"
"gorilla","no context",41,1,1,4,1,499,"2,3,5",4,4,2,4,4,4,4,4,2,4,4,4,"CRAZY"
"loris","no context",33,1,1,5,1,440,"1,2,3,4,5",5,5,5,5,5,5,5,5,5,5,5,5,"Good"
"gorilla","no context",42,1,1,4,1,1936,"1,2,3",3,4,3,4,3,3,4,4,4,4,4,4,"Responsibility"
"loris","no context",34,1,1,5,1,429,"1,2,3",5,4,5,4,4,4,4,4,4,4,4,5,"GOOD"
"gorilla","informative",44,1,1,4,1,967,"2",4,1,4,4,4,4,2,4,4,4,2,2,"none"
"gorilla","informative",44,1,1,4,1,967,"2",4,1,4,4,4,4,2,4,4,4,2,2,"none"
"gorilla","informative",35,2,1,5,1,500,"1,2,3,5",4,4,4,4,2,4,2,4,1,4,4,5,"Amazing"
"gorilla","informative",35,2,1,5,1,500,"1,2,3,5",4,4,4,4,2,4,2,4,1,4,4,5,"Amazing"
"loris","informative",64,2,1,4,0,486,"2",4,4,4,4,4,4,4,4,4,4,4,4,"This Animal Are Disgusting"
"gorilla","informative",32,1,2,4,1,1380,"1,2,3",4,4,5,4,5,5,4,4,4,5,4,4,"Actively My support and participate in wildlife and habitat conversation"
"gorilla","informative",25,1,1,4,1,832,"1,2,3,4,5",1,5,1,5,5,5,1,5,5,1,5,5,"gorilla"
"gorilla","informative",30,1,4,4,1,151,"2",5,5,5,5,1,5,4,5,1,5,5,5,"Amazing"
"gorilla","no context",39,1,1,4,1,283,"1,2",4,4,4,4,4,4,4,4,4,4,4,4,"THE POST WAS GOOD AND THE INFORMATION CAN BE MORE KNOWLEDGEFUL"
"gorilla","informative",44,2,1,5,1,214,"1,2",1,2,4,4,1,5,4,5,1,5,1,4,"nature"
"gorilla","no context",51,1,1,5,1,629,"1,2,3,4,5",5,5,5,5,5,5,5,5,5,5,5,5,"amazing"
"loris","informative",30,2,3,4,1,1056,"1,2,3,5",1,4,4,4,2,4,2,4,1,4,3,4,"monkey"
"gorilla","informative",45,1,1,2,1,319,"1",1,3,4,3,1,4,4,5,3,5,4,4,"WILDLIFE"
"gorilla","informative",24,1,3,4,1,483,"1,2,3",5,4,4,4,4,5,2,4,2,4,5,5,"Mountain gorillas research"
"loris","informative",33,1,5,4,1,275,"1,3",4,3,4,4,3,4,5,5,5,5,2,4,"lab rat"
"gorilla","no context",35,1,2,4,1,215,"1,2,3,4,5",5,4,4,4,4,4,5,4,4,4,4,5,"mountain corilla"
"gorilla","informative",30,1,1,4,1,236,"1,2",4,4,5,5,4,5,4,4,4,5,4,4,"Gorilla"
"gorilla","no context",54,2,1,4,1,445,"6",4,3,3,3,1,4,1,3,1,4,3,2,"irresponsible"
"loris","no context",30,1,1,4,1,105,"1,2,3,4,5",4,4,1,5,2,4,5,2,5,4,4,4,"VERY GOOD"
"gorilla","informative",44,2,1,4,1,241,"1,2",1,3,4,5,1,5,1,5,1,5,5,5,"awe"
"loris","no context",35,2,3,1,1,1428,"1,2,3,4,5",5,4,4,5,4,4,4,5,4,5,4,4,"wild"
"gorilla","informative",31,1,1,3,1,209,"1,2,3",2,5,5,5,2,4,4,4,4,4,4,4,"forest"
"gorilla","no context",36,2,5,5,1,163,"2,3",2,4,5,3,1,4,3,2,1,5,4,2,"gorilla "
"gorilla","informative",34,1,1,4,1,416,"1,2,3",2,2,5,2,2,4,1,3,1,4,2,2,"Monkey"
"loris","informative",26,2,1,5,1,346,"1,2,3,4,5",3,3,3,3,3,3,4,3,4,3,4,3,"so cute"
"gorilla","no context",35,1,1,1,1,1155,"1,3",1,2,5,4,1,5,4,3,1,4,3,5,"fascinating"
"loris","informative",61,1,1,5,1,705,"1,2,3,4,5,6",5,5,5,4,4,5,4,4,4,5,5,5,"good"
"gorilla","informative",30,1,1,4,1,165,"2",4,4,4,4,5,4,4,5,4,4,2,4,"good"
"loris","informative",68,2,1,5,1,288,"1",1,3,3,5,2,2,4,5,1,5,5,4,"compassion"
"gorilla","no context",50,2,4,4,1,692,"1,2",5,4,4,4,5,4,5,5,5,4,4,5,"Animal Safety"
"gorilla","informative",30,1,1,4,1,551,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"gorilla"
"gorilla","informative",32,2,1,4,1,291,"1,2",4,5,4,4,4,4,4,4,4,4,5,4,"Funny"
"loris","no context",42,2,1,3,1,418,"1,2,3",1,2,4,4,2,4,1,3,1,5,4,4,"ugly"
"gorilla","informative",58,2,1,5,1,637,"1,2",1,1,2,4,1,4,1,5,1,5,1,2,"dangerous"
"loris","informative",40,2,2,4,1,241,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"monkey"
"gorilla","no context",23,2,1,4,0,245,"1,2,3,5",4,4,5,5,4,4,2,4,5,4,4,4,"lovely"
"gorilla","informative",31,2,2,2,1,1081,"2",1,2,2,5,2,5,5,4,2,5,2,4,"Beautiful"
"gorilla","informative",40,2,1,4,1,336,"1,2,3,4,5",5,4,4,4,2,4,5,4,2,5,4,5,"SAVE ANIMALS"
"gorilla","no context",35,1,1,4,1,865,"1,2,3,4,5",3,4,5,5,4,4,3,4,5,4,4,4,"Nature"
"gorilla","informative",30,2,1,5,1,370,"1,2,3,5",4,5,5,5,4,4,4,5,4,5,5,5,"Mountain gorilla"
"gorilla","no context",58,1,1,3,1,336,"6",4,2,4,2,1,5,2,3,1,5,4,4,"crazy"
"gorilla","no context",45,2,2,5,1,990,"1,3",5,5,2,4,5,3,5,5,4,5,4,5,"nature"
"gorilla","no context",40,2,1,4,0,781,"1,2,3,5",4,4,4,4,4,4,4,4,4,5,4,5,"SAVE THIS WILD ANIMAL"
"loris","no context",40,2,3,4,1,523,"1",1,2,3,1,2,2,1,4,1,4,2,2,"odd"
"loris","informative",25,1,1,4,1,728,"1,2,3,5",5,5,5,4,5,5,5,5,5,5,4,5,"Small Slender Loris"
"gorilla","informative",40,1,1,5,1,143,"1,2,3,4",5,5,5,4,5,5,5,5,4,5,5,5,"WILDLIFE"
"loris","no context",30,2,1,4,1,646,"1,2,5",4,4,4,4,4,4,4,4,5,2,4,4,"SUFFER THE ANIMAL"
"loris","informative",46,2,1,4,1,524,"2,3",5,4,4,5,5,4,4,4,4,4,5,4,"CUTE ONE"
"loris","no context",43,1,6,4,1,304,"2",3,3,3,3,3,3,3,3,3,3,4,4,"WILD ANIMAL"
"gorilla","informative",49,2,3,4,1,414,"1,2,3",4,4,5,5,3,5,4,5,2,5,4,5,"happy"
"gorilla","no context",26,1,5,4,1,195,"1,2,3",4,3,2,3,1,5,4,4,1,4,2,3,"nature"
"loris","no context",48,2,1,4,1,511,"1,2,3,4,5",2,2,1,4,4,2,4,4,3,4,2,5,"I think This animal is not kind of dangerous"
"loris","informative",53,2,1,4,1,313,"1,2,3",1,4,4,3,1,4,1,5,1,5,5,5,"interesting"
"gorilla","informative",29,2,1,4,1,423,"1,2,3,5",4,4,4,4,4,4,4,4,4,4,4,4,"Animals"
"loris","informative",52,1,1,5,1,237,"1,3",1,4,3,5,2,3,2,5,1,5,4,2,"research"
"gorilla","no context",30,2,1,4,1,1542,"1,2,3,4,5",4,4,5,5,4,4,4,4,4,5,5,4,"SAVE ANIMALS"
"loris","no context",35,1,1,4,1,425,"1,2",3,3,3,3,3,3,4,4,4,2,3,4,"INTERESTING "
"loris","informative",42,1,1,2,1,215,"1,2,3",1,3,4,4,2,3,3,4,3,4,3,4,"Cute"
"gorilla","informative",26,1,1,5,1,509,"1,2,3",5,4,5,5,4,5,4,5,4,5,4,4,"Good ones"
"loris","no context",32,2,1,4,1,378,"1,2",4,4,4,4,5,4,5,4,4,4,4,4,"VERY NICE"
"loris","informative",40,1,1,4,1,359,"1,2",4,4,3,5,5,2,5,4,4,5,3,4,"weird"
"gorilla","informative",60,2,1,2,1,441,"1,2,3",2,4,5,4,1,5,3,4,1,5,4,4,"nature"
"loris","informative",35,1,1,4,1,875,"2",4,2,4,5,5,2,4,5,4,4,5,5,"comment session"
"gorilla","informative",47,2,1,4,1,214,"1,2,3",4,5,1,4,2,4,2,4,2,1,3,4,"happy"
"gorilla","informative",57,1,1,4,1,347,"1,3",1,2,5,3,1,2,1,3,1,5,5,2,"gorilla"
"loris","informative",29,2,1,3,1,196,"1,2,3",1,3,3,2,1,4,2,5,1,5,2,4,"Cute"
"loris","informative",30,1,1,4,1,84,"1,2,3",5,5,5,4,5,4,5,4,5,5,5,5,"animal"
"gorilla","no context",35,1,3,4,1,148,"1,2,3,4,5",5,5,5,5,5,5,4,5,5,5,5,5,"FIVE"
"loris","no context",34,1,1,2,1,208,"1,3",2,2,4,4,2,4,4,4,2,4,4,4,"I feel bad for the animal it looks malnourished"
"loris","informative",30,1,1,4,1,280,"1,2,3",5,4,4,5,4,5,5,4,4,5,5,4,"Unique"
"gorilla","informative",70,2,1,3,1,347,"1",1,4,5,3,1,4,2,4,1,5,5,4,"sad"
"loris","no context",31,1,1,4,1,1608,"2",4,5,2,5,4,4,5,4,4,5,5,4,"WORRY"
"loris","no context",56,1,1,5,1,265,"2",5,5,5,5,5,5,5,4,5,5,4,4,"help"
"gorilla","informative",59,2,1,5,1,336,"1,3",2,3,4,4,1,4,3,4,1,5,4,4,"Habitat "
"gorilla","informative",38,2,7,4,1,1523,"1,2,3",5,4,5,5,1,5,5,4,1,4,5,5,"THIS POST MUST BE INCREDIBLE "
"gorilla","no context",30,2,1,5,1,693,"1,2,3",5,5,2,4,4,2,4,2,4,4,4,4,"Exciting"
"loris","informative",29,1,6,4,1,323,"1,2,5",2,4,3,5,3,4,4,5,3,5,4,4,"awesome"
"loris","no context",70,1,1,5,1,355,"6",1,3,4,4,1,1,1,3,1,4,4,3,"eyes"
"gorilla","no context",37,1,1,4,1,624,"1,2,3",3,5,3,4,2,3,3,4,3,4,5,4,"Save Gorilla"
"gorilla","no context",35,1,1,4,1,599,"1,2",3,3,3,4,3,4,3,2,3,4,3,4,"INTERESTING "
"loris","informative",30,1,1,4,1,177,"2",4,4,4,4,5,4,5,4,4,4,4,4,"primatologist "
"loris","informative",51,2,1,3,1,314,"1,2",1,3,4,4,1,4,2,2,1,5,3,3,"the animal looks scared because his eyes are so big"
"loris","informative",27,2,1,4,1,791,"1,2,3,4",4,5,3,5,2,4,4,4,2,4,5,4,"important"
"gorilla","informative",34,1,1,4,1,183,"2",4,4,4,4,4,4,2,4,4,4,4,4,"interesting"
"loris","no context",53,1,3,4,1,1401,"1,2,3",3,3,2,5,4,3,4,4,4,5,5,5,"Happy"
"loris","informative",68,2,1,4,1,482,"1,2,3",2,4,3,4,1,2,4,4,1,5,4,4,"cute"
"loris","no context",58,1,1,4,1,300,"1,3",2,3,3,3,2,3,3,3,2,5,2,3,"Cute"
"loris","no context",59,1,5,4,1,542,"6",1,3,3,4,1,1,1,4,1,5,4,2,"Sad"
"loris","informative",34,1,1,4,1,260,"1,2,3",4,5,4,5,5,4,5,5,4,5,5,4,"Nice"
"loris","informative",60,1,1,2,1,516,"1,2,3",4,2,4,4,4,4,4,4,4,5,4,4,"good"
"loris","no context",56,2,1,5,1,419,"1,2",1,5,3,5,2,1,5,2,4,5,5,4,"Sad"
"loris","no context",44,1,1,4,1,367,"2",5,2,2,4,4,2,2,5,4,4,4,2,"none"
"gorilla","no context",56,1,2,4,1,377,"1",4,4,4,4,4,4,4,4,4,4,4,4,"beautiful gorilla"
